Time Stamp;Name;Message
1:49;jam 15;YIPPEEE
1:50;lol_fluffy;Hiii :_raeWant::_raeWant:
1:52;Jein;cuteeee
1:52;sj;Prepare ur ears peeps
1:54;Derukira;!truffle
1:54;bean_14;:_raeHype::_raeHype::_raeHype::_raeHype::_raeHype::_raeHype::_raeHype::_raeHype::_raeHype::_raeHype::_raeHype:
1:56;onthono;i am a member once again but at a LOWER PRICE
1:56;Mrbadass0;HI
1:56;romi;:_raeFlex::_raeFlex:
1:56;comficool;POGGERS
1:57;MK;hihihi
1:57;Besian Gashi;pig
1:57;That_One _Time;:_raeGift::_raeGift::_raeGift::_raeGift::_raeGift::_raeGift::_raeGift::_raeGift::_raeGift::_raeGift:
1:57;a. renee;hi everyone
1:57;HarrisM456;pog
1:57;Taylor_ghxst;:_raeMika::_raeMika:
1:58;skeem;POG
1:58;celisaa;Yay!!!!!
1:59;Finnlle;helloo
1:59;Aileen Soler;:_raeMika::_raeMika::_raeMika::_raeMika:
1:59;Guilhe L S;:_raeWoo::_raeWoo::_raeWoo:
1:59;Rehanul Kabir;Pog
2:00;Taylor D;:_raeLove::_raeLove::_raeLove:
2:01;romi;:_raeHype::_raeHype::_raeHype::_raeHype:
2:01;markel;Jammies
2:01;tiana;hihi
2:01;ohibree;:_rae100T::_rae100T::_rae100T::_rae100T::_rae100T:
2:02;Cova;GIFTEDSSSSSSSs
2:02;Savvy;hi
2:02;NomzNomz;POGgERs
2:04;john watson;pog
2:04;zacph;Cheappp subs for everyone wooot wooot
2:04;panda ;hello rae
2:04;Sim;Keep the good vibes rollin
2:05;Nisa Nadia;pog
2:05;ilaria;hellooooooo
2:06;lina ;:_raeCool::_raeCool::_raeCool:
2:06;NomzNomz;:_raeSquish::_raeSquish::_raeSquish:
2:06;Nightbot;Mika has been pet 2735 times petMika
2:06;Vhinzy..;:_raeGift::_raeGift::_raeGift:
2:07;romi;so hype ahh
2:07;Salted Fish;:pride-heart-rainbow-philly::pride-heart-rainbow-philly::pride-heart-rainbow-philly::pride-heart-rainbow-philly::pride-heart-rainbow-philly:
2:07;Meh Di;these dogo wallpapers are the cutest thing ever
2:08;oooklie;:_raeSquish::_raeSquish::_raeSquish:
2:08;Anakis;Pog gifties
2:08;daniela rodriguez;HIIIIIIIII
2:08;Saanchi Singhal;rae rae rae woooooo
2:09;Raccoon;hello
2:09;Yaritza;:_raeHype::_raeHype::_raeHype:
2:09;goose;wooo!!!!
2:09;Tray rayj;Yo
2:09;Jj82op;peepoComfy
2:09;Karen Denning;How is corpes doing???
2:09;eanahime;:_raeWoo::_raeWoo::_raeWoo::_raeWoo::_raeWoo:
2:10;Cova;nice
2:10;Spaceykasey03;Hi
2:10;ivan santiago;pog
2:11;Kiki Loo;:_raeWave::_raeWave::_raeWave:
2:11;Sebass;:_raeHoodie::_raeHoodie:
2:11;Jein;pogg
2:11;roxy;pog jam
2:12;TheCjsand;:_rae100T::_rae100T::_rae100T::_rae100T::_rae100T::_rae100T::_rae100T:
2:12;Braelynn Warnack;wow
2:12;Hannah;Only up dayyyy
2:13;Miguelle Tolentino;poggers
2:13;Sanity016;I hope everyone's having a great day!
2:13;Hsa Paw;Wow
2:14;Mr.Xunomei;Comfy tunes
2:14;Sub136;Hihi
2:14;halfrice;Let's goooo!
2:15;Marlise Katayama;:_raeWant::_raeWant::_raeWant::_raeWant::_raeWant:
2:15;Ven Kristel Apolinario;hihihihi!
2:16;Laughing Lighting;Good afternoon!
2:16;NomzNomz;So many MEMBERS:_raeSquish::_raeSquish::_raeSquish:
2:17;satsuki15;:_raeHype::_raeHype::_raeHype::_raeHype:
2:17;dfloriza;!like
2:18;Msra34 Amar5656;catjam
2:19;Nightbot;Hey chat, dont forget to lick the stream!:eye: :tongue: :eye: :thumbs_up:
2:19;moonie;hiiii
2:19;v;LETS GOOOOO 
2:20;gianna;:_raeLove::_raeLove:
2:20;ziR;pog
2:21;Spatrix;Hello Rae!
2:21;Kiki Loo;Hi hi chat
